ZONA;ICDO;SEXE;ANY;N01;N02;N03;N04;N05;N06;N07;N08;N09;N10;N11;N12;N13;N14;N15;N16;N17;N18;N21
P4300;5;2;2002;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
P4300;5;2;2003;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P4300;5;2;2007;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
P4300;5;2;2008;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
P4300;5;2;2009;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
P4300;5;2;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
P4300;6;1;1981;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
P4300;6;1;1983;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
P4300;6;1;1984;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P4300;6;1;1986;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
P4300;6;1;1987;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
P4300;6;1;1988;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P4300;6;1;1989;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
P4300;6;1;1990;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P4300;6;1;1992;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
P4300;6;1;1993;0;0;0;0;0;0;0;0;2;3;0;0;3;0;0;0;0;0;0
P4300;6;1;1994;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
P4300;6;1;1995;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
P4300;6;1;1996;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
P4300;6;1;1997;0;0;0;0;0;0;0;0;0;0;2;3;2;2;2;0;0;0;0
P4300;6;1;1998;0;0;0;0;0;0;0;0;1;3;0;1;0;0;2;0;0;0;0
P4300;6;1;1999;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0
P4300;6;1;2000;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0
P4300;6;1;2001;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0
P4300;6;1;2002;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0
P4300;6;1;2003;0;0;0;0;0;0;0;0;0;2;1;1;0;2;1;0;1;0;0
P4300;6;1;2004;0;0;0;0;0;0;0;0;1;1;2;1;2;0;0;2;0;0;0
P4300;6;1;2005;0;0;0;0;0;0;0;0;0;0;0;2;3;1;0;1;0;0;0
P4300;6;1;2006;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;0;0;0
P4300;6;1;2007;0;0;0;0;0;0;0;0;1;0;0;2;2;1;2;1;0;0;0
P4300;6;1;2008;0;0;0;0;0;0;0;0;0;0;2;1;0;2;1;1;0;0;0
P4300;6;1;2009;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0
P4300;6;1;2010;0;0;0;0;0;0;0;0;0;3;1;3;1;1;0;0;0;0;0
P4300;6;1;2011;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0
P4300;6;2;1987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P4300;6;2;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P4300;6;2;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P4300;6;2;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
P4300;6;2;2007;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P4300;6;2;2008;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P4300;6;2;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P4300;6;2;2010;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P4300;6;2;2011;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P4300;7;1;1980;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P4300;7;1;1981;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0
P4300;7;1;1982;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
P4300;7;1;1983;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;1;0;0;0
P4300;7;1;1984;0;0;0;0;0;0;0;0;0;2;1;1;0;2;0;0;0;0;0
P4300;7;1;1985;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0
P4300;7;1;1986;0;0;0;0;0;0;0;0;1;1;0;2;0;1;1;1;1;0;0
P4300;7;1;1987;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0
P4300;7;1;1988;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;1;1;0;0
P4300;7;1;1989;0;0;0;0;0;0;0;1;0;1;3;1;2;2;0;1;0;0;0
P4300;7;1;1990;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1;0;0;0
P4300;7;1;1991;0;0;0;0;0;0;0;0;3;1;0;1;0;1;1;0;0;0;0
P4300;7;1;1992;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0
P4300;7;1;1993;0;0;0;0;0;0;0;0;3;3;0;1;3;0;1;0;0;0;0
P4300;7;1;1994;0;0;0;0;0;0;0;0;1;0;2;0;2;2;1;0;0;0;0
P4300;7;1;1995;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0
P4300;7;1;1996;0;0;0;0;0;0;0;0;0;2;1;2;2;0;0;2;0;0;0
P4300;7;1;1997;0;0;0;0;0;0;0;1;0;0;2;5;2;3;4;1;0;0;0
P4300;7;1;1998;0;0;0;0;0;0;0;1;1;3;1;1;0;1;2;1;0;0;0
P4300;7;1;1999;0;0;0;0;0;0;0;0;2;0;0;1;0;1;1;0;0;1;0
P4300;7;1;2000;0;0;0;0;0;0;0;2;1;2;2;2;2;1;0;1;0;0;0
P4300;7;1;2001;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;1;0;0
P4300;7;1;2002;0;0;0;0;0;0;0;0;1;0;0;0;2;4;0;1;0;0;0
P4300;7;1;2003;0;0;0;0;0;0;0;0;0;2;4;1;0;3;1;1;3;0;0
P4300;7;1;2004;0;0;0;0;0;0;0;0;2;1;4;2;4;0;1;2;0;0;0
P4300;7;1;2005;0;0;0;0;0;0;0;0;0;1;1;2;5;2;0;1;1;0;0
P4300;7;1;2006;0;0;0;0;0;0;0;0;2;1;6;2;3;1;2;0;0;0;0
P4300;7;1;2007;0;0;0;0;0;0;0;1;1;0;1;4;3;4;3;3;0;0;0
P4300;7;1;2008;0;0;0;0;0;0;0;0;1;0;5;2;1;5;2;3;0;0;0
P4300;7;1;2009;0;0;0;0;0;0;0;0;0;2;2;4;1;2;1;2;0;0;0
P4300;7;1;2010;0;0;0;0;0;0;0;0;1;3;2;5;2;1;1;0;1;0;0
P4300;7;1;2011;0;0;0;0;0;0;0;0;0;0;0;3;2;3;0;0;0;2;0
P4300;7;2;1986;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
P4300;7;2;1987;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0
P4300;7;2;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
P4300;7;2;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
P4300;7;2;1995;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
P4300;7;2;1998;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
P4300;7;2;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
P4300;7;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P4300;7;2;2002;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
P4300;7;2;2003;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P4300;7;2;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
P4300;7;2;2007;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
P4300;7;2;2008;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0
P4300;7;2;2009;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
P4300;7;2;2010;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
P4300;7;2;2011;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P4300;8;1;1980;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
P4300;8;1;1981;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
P4300;8;1;1982;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0
P4300;8;1;1983;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0
P4300;8;1;1984;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P4300;8;1;1985;0;0;0;0;0;1;2;0;0;0;0;1;1;1;0;0;0;0;0
P4300;8;1;1986;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P4300;8;1;1987;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
P4300;8;1;1988;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
P4300;8;1;1989;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0
P4300;8;1;1990;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
P4300;8;1;1991;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
P4300;8;1;1992;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
P4300;8;1;1993;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0
P4300;8;1;1994;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0
P4300;8;1;1995;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0
P4300;8;1;1996;0;0;0;0;0;1;0;0;0;3;1;0;0;0;1;0;0;0;0
P4300;8;1;1997;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0
P4300;8;1;1999;0;0;0;0;0;0;1;0;1;1;0;1;0;1;2;0;0;1;0
P4300;8;1;2000;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
P4300;8;1;2001;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0
P4300;8;1;2002;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0
P4300;8;1;2003;0;0;0;0;0;0;0;1;0;4;0;1;0;1;0;0;0;0;0
P4300;8;1;2004;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0
P4300;8;1;2005;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0
P4300;8;1;2006;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
P4300;8;1;2007;0;0;0;0;0;1;0;0;0;0;0;1;1;2;1;0;0;0;0
P4300;8;1;2008;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0
P4300;8;1;2009;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
P4300;8;1;2010;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0
P4300;8;1;2011;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
P4300;8;2;1981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P4300;8;2;1982;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
P4300;8;2;1985;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
P4300;8;2;1987;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P4300;8;2;1991;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P4300;8;2;1992;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P4300;8;2;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P4300;8;2;1994;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
P4300;8;2;1995;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P4300;8;2;1996;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0
P4300;8;2;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
P4300;8;2;1998;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
P4300;8;2;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
P4300;8;2;2000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
P4300;8;2;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P4300;8;2;2002;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
P4300;8;2;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P4300;8;2;2009;0;0;0;1;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0
P4300;8;2;2010;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
P4300;8;2;2011;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
P4300;9;1;1980;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0
P4300;9;1;1981;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
P4300;9;1;1982;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0
P4300;9;1;1983;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;0
P4300;9;1;1984;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;1;0;0;0
P4300;9;1;1985;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0
P4300;9;1;1986;0;0;0;0;0;0;0;0;1;0;2;1;1;0;1;0;0;0;0
P4300;9;1;1987;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0
P4300;9;1;1988;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P4300;9;1;1989;0;0;0;0;0;0;0;0;0;2;2;3;2;0;0;0;0;0;0
P4300;9;1;1990;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0
P4300;9;1;1991;0;0;0;0;0;0;0;0;2;1;0;1;2;0;0;0;0;2;0
P4300;9;1;1992;0;0;0;0;0;0;0;1;1;3;0;0;1;2;1;2;0;1;0
P4300;9;1;1993;0;0;0;0;0;0;0;1;1;1;0;3;3;3;0;0;0;0;0
P4300;9;1;1994;0;0;0;0;0;0;0;0;1;0;1;0;4;1;0;1;0;0;0
P4300;9;1;1995;0;0;0;0;0;0;0;1;3;1;5;3;1;2;1;0;0;0;0
P4300;9;1;1996;0;0;0;0;0;0;0;0;1;2;0;1;4;0;2;2;0;0;0
P4300;9;1;1997;0;0;0;0;0;0;0;0;0;2;1;4;4;1;3;1;0;0;0
P4300;9;1;1998;0;0;0;0;0;0;0;0;1;2;4;1;3;2;1;1;0;0;0
P4300;9;1;1999;0;0;0;0;0;0;0;1;1;2;0;1;4;7;2;0;0;0;0
P4300;9;1;2000;0;0;0;0;0;0;0;1;1;1;2;4;1;2;1;0;0;0;0
P4300;9;1;2001;0;0;0;0;0;0;0;0;0;2;0;3;1;0;0;0;2;1;0
P4300;9;1;2002;0;0;0;0;0;0;0;0;1;3;2;0;2;1;1;2;0;1;0
P4300;9;1;2003;0;0;0;0;0;0;0;0;1;1;3;0;1;3;1;0;1;0;0
P4300;9;1;2004;0;0;0;0;0;0;0;0;1;3;3;5;2;2;1;2;2;0;0
P4300;9;1;2005;0;0;0;0;0;0;0;1;0;2;0;4;1;1;0;1;0;0;0
P4300;9;1;2006;0;0;0;0;0;0;0;0;0;1;3;2;2;2;0;1;0;0;0
P4300;9;1;2007;0;0;0;0;0;0;0;1;0;1;2;2;3;3;3;0;0;0;0
P4300;9;1;2008;0;0;0;0;0;0;0;0;0;0;2;4;1;1;0;1;1;0;0
P4300;9;1;2009;0;0;0;0;0;0;0;0;0;1;0;1;1;4;1;1;0;0;0
P4300;9;1;2010;0;0;0;0;0;0;0;0;1;1;2;2;1;1;0;1;2;0;0
P4300;9;1;2011;0;0;0;0;0;0;0;0;0;2;3;1;3;1;2;0;0;0;0
P4300;9;2;1991;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P4300;9;2;1993;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
P4300;9;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
P4300;9;2;2002;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
P4300;9;2;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
P4300;9;2;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
P4300;9;2;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P4300;10;1;1982;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
P4300;10;1;1986;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
P4300;10;1;1989;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
P4300;10;1;1993;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0
P4300;10;1;1995;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P4300;10;1;1997;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
P4300;10;1;1998;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1
P4300;10;1;1999;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P4300;10;1;2000;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
P4300;10;1;2001;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
P4300;10;1;2003;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0
P4300;10;1;2004;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
P4300;10;1;2006;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P4300;10;1;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P4300;10;1;2009;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
P4300;10;1;2010;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P4300;10;1;2011;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0
P4300;10;2;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P4300;10;2;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P4300;11;1;1980;0;0;0;0;0;0;0;0;0;1;2;0;1;1;0;1;0;0;0
P4300;11;1;1981;0;0;0;0;0;0;0;0;0;1;2;1;0;2;1;0;0;0;0
P4300;11;1;1982;0;0;0;0;0;0;0;1;1;0;2;2;1;1;3;0;0;0;0
P4300;11;1;1983;0;0;0;0;0;0;0;0;1;3;3;1;1;0;2;2;0;0;0
P4300;11;1;1984;0;0;0;0;0;0;0;0;1;2;2;3;0;3;0;1;0;0;0
P4300;11;1;1985;0;0;0;0;0;1;2;1;1;3;0;2;2;2;0;0;0;0;0
P4300;11;1;1986;0;0;0;1;0;0;0;0;2;1;3;5;1;1;2;1;1;0;0
P4300;11;1;1987;0;0;0;0;0;0;0;0;0;1;2;3;2;0;1;0;0;0;0
P4300;11;1;1988;0;0;0;1;0;1;0;0;2;0;1;2;2;1;0;1;1;0;0
P4300;11;1;1989;0;0;0;0;0;0;0;2;1;4;6;5;5;3;0;1;1;0;0
P4300;11;1;1990;0;0;0;0;0;0;0;0;1;0;0;2;4;2;1;1;0;0;0
P4300;11;1;1991;0;0;0;0;0;1;0;0;5;2;0;3;2;1;1;0;1;2;0
P4300;11;1;1992;0;0;0;0;0;1;0;1;2;3;1;2;1;2;2;2;0;1;0
P4300;11;1;1993;0;0;0;1;1;0;0;1;5;4;1;4;9;3;2;0;0;0;0
P4300;11;1;1994;0;0;0;0;1;1;0;0;2;1;3;1;6;3;1;1;0;0;0
P4300;11;1;1995;0;0;0;0;0;0;0;2;3;3;8;4;4;2;1;0;0;0;0
P4300;11;1;1996;0;0;0;0;0;1;0;0;1;7;2;3;6;0;3;4;0;0;0
P4300;11;1;1997;0;0;0;0;0;0;0;2;0;3;4;10;7;6;7;3;0;0;0
P4300;11;1;1998;0;0;0;0;0;0;0;1;2;5;5;2;4;4;3;2;0;0;1
P4300;11;1;1999;0;0;0;0;0;0;1;1;4;3;0;4;4;9;5;0;0;2;0
P4300;11;1;2000;0;0;0;0;0;0;0;5;3;4;4;6;4;3;1;1;0;0;0
P4300;11;1;2001;0;0;0;0;0;0;0;1;3;3;2;3;2;1;2;0;3;1;0
P4300;11;1;2002;0;0;0;0;1;0;0;0;2;3;2;1;5;5;2;3;0;1;0
P4300;11;1;2003;0;0;0;0;0;0;0;1;1;7;7;3;3;7;3;1;4;0;0
P4300;11;1;2004;0;0;0;1;0;0;0;1;3;4;8;8;7;2;3;5;2;0;0
P4300;11;1;2005;0;0;0;0;0;0;0;1;0;4;1;6;6;3;0;2;2;1;0
P4300;11;1;2006;0;0;0;0;0;0;0;1;2;2;10;5;5;4;2;1;0;0;0
P4300;11;1;2007;0;0;0;0;0;1;0;2;1;1;3;7;7;9;7;3;0;0;0
P4300;11;1;2008;0;0;0;0;0;0;0;0;1;1;7;6;2;7;2;5;1;1;0
P4300;11;1;2009;0;0;0;0;0;0;0;0;0;4;3;5;2;7;2;3;1;0;0
P4300;11;1;2010;0;0;0;0;0;1;0;0;4;4;4;8;3;2;1;1;3;0;0
P4300;11;1;2011;0;0;0;0;0;0;0;0;0;3;4;6;5;4;3;0;1;2;0
P4300;11;2;1981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P4300;11;2;1982;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
P4300;11;2;1985;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
P4300;11;2;1986;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
P4300;11;2;1987;0;0;1;0;0;0;0;0;0;0;1;1;0;0;2;1;0;1;0
P4300;11;2;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0
P4300;11;2;1991;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
P4300;11;2;1992;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P4300;11;2;1993;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0
P4300;11;2;1994;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
P4300;11;2;1995;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
P4300;11;2;1996;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0
P4300;11;2;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
P4300;11;2;1998;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0
P4300;11;2;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0
P4300;11;2;2000;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;1;0;0;0
P4300;11;2;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
P4300;11;2;2002;0;0;0;0;0;0;0;1;1;3;0;1;0;0;0;0;0;0;0
P4300;11;2;2003;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P4300;11;2;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
P4300;11;2;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0
P4300;11;2;2007;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
P4300;11;2;2008;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0
P4300;11;2;2009;0;0;0;1;0;0;0;1;0;1;0;0;1;4;0;0;1;0;0
P4300;11;2;2010;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0
P4300;11;2;2011;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
P4300;11,5;1;1980;0;0;0;0;0;0;0;0;1;2;2;2;4;3;2;1;0;0;0
P4300;11,5;1;1981;0;1;0;0;0;0;0;0;0;3;5;3;2;4;1;0;0;2;1
P4300;11,5;1;1982;0;0;0;0;0;0;0;2;1;4;5;5;5;3;7;4;0;1;0
P4300;11,5;1;1983;0;0;0;0;0;0;0;0;2;6;6;2;2;1;4;2;0;1;0
P4300;11,5;1;1984;0;0;0;0;0;0;0;1;1;2;4;6;2;5;0;3;0;0;0
P4300;11,5;1;1985;0;0;0;0;0;1;2;2;1;6;1;4;3;4;3;4;1;1;0
P4300;11,5;1;1986;0;0;0;1;0;1;0;1;3;3;4;7;2;3;3;2;3;0;0
P4300;11,5;1;1987;0;0;0;0;0;0;0;0;1;1;3;6;4;4;6;0;0;0;0
P4300;11,5;1;1988;0;0;0;1;0;1;0;1;3;0;2;6;4;5;2;1;1;1;0
P4300;11,5;1;1989;0;0;0;0;0;0;0;1;3;5;8;10;8;6;3;4;1;0;0
P4300;11,5;1;1990;0;0;0;0;0;0;1;2;1;3;3;8;4;6;4;1;0;1;0
P4300;11,5;1;1991;0;0;0;0;0;1;0;0;5;6;2;9;5;8;1;1;2;3;0
P4300;11,5;1;1992;0;0;0;0;0;1;0;1;4;7;3;8;3;6;5;6;2;2;0
P4300;11,5;1;1993;0;0;0;1;1;0;0;1;6;6;0;10;13;7;2;0;3;1;0
P4300;11,5;1;1994;0;0;0;0;1;2;0;0;5;4;7;3;10;6;5;4;1;2;0
P4300;11,5;1;1995;0;0;0;0;0;0;0;2;3;10;8;8;8;3;7;2;0;0;0
P4300;11,5;1;1996;0;0;0;0;0;1;0;0;4;9;4;7;13;5;3;6;2;0;0
P4300;11,5;1;1997;0;0;0;0;0;0;0;2;3;5;10;11;9;7;14;6;1;1;0
P4300;11,5;1;1998;0;0;0;0;0;0;0;2;5;10;12;5;8;8;6;3;3;0;0
P4300;11,5;1;1999;0;0;0;0;0;0;2;2;6;5;5;7;8;12;9;3;1;2;0
P4300;11,5;1;2000;0;0;0;0;0;0;0;6;5;3;10;8;13;9;5;4;1;0;0
P4300;11,5;1;2001;0;0;0;0;0;0;0;1;6;5;5;4;6;8;3;3;7;1;0
P4300;11,5;1;2002;0;0;0;0;1;0;0;1;8;5;12;9;11;14;3;6;2;2;0
P4300;11,5;1;2003;0;0;0;0;0;0;0;1;4;8;9;6;5;12;5;3;4;0;0
P4300;11,5;1;2004;0;0;0;1;0;0;1;2;5;7;13;13;10;3;7;9;2;0;0
